,File name,Addressee,Start sample,End sample,features
88768,130604123148499876.WAV,231,1,328528,"[-524.10077, -24.69041, 2.514148, 8.464581, 5.8995028, -7.5620484, 8.70076, 8.631895, -2.7163935, -0.015569705, 6.0777636, 0.8336326, -1.1290097, 0.35047472, 0.60937405, 0.9305289, -0.28544247, -0.9553879, 0.24429554, 1.199992, 1.7628212, 2.6370344, 0.020328628, -2.6995845, -0.5581806, 2.5605745, 0.017960867, -1.0342082, -0.04362504, -0.57404333, -0.31084985, 1.1305325, -0.22226964, -0.14558242, -0.10370624, -0.09535186, 0.39524576, -0.6919658, -1.3977002, 0.80590326, 1.1311862, -0.207842, -0.5979151, 1.0804421, -0.003869024, -0.82851136, 0.06136342, -0.5061069, -1.0402485, -0.195373, 0.076888815, -0.5059617, -1.0184271, -0.120873295, -0.18972969, -0.18262461, 0.11968543, 0.36576968, 0.55189025, 0.031045659, -0.14453703, 0.013749587, 0.43027124, -0.09661887]"
88769,130604123157354877.WAV,231,1,344912,"[-518.90173, -24.769062, -2.0490675, 9.550612, 7.8131194, -7.1421027, 8.683862, 8.649362, -1.7034901, 0.3749591, 5.9462137, 1.1435962, -0.44654742, 1.3587773, 1.429681, 1.6639102, -0.059157375, -0.631629, 0.6283447, 1.8197625, 2.4488666, 2.8981009, 0.29333967, -2.412393, -0.36094493, 2.6635933, 0.33489636, -0.44872656, 0.08419152, -0.60155034, -0.14302833, 1.4311539, 0.14332764, -0.25825894, -0.2840886, -0.3374557, 0.44022638, -0.47504044, -1.5733483, 0.6002415, 1.2011412, -0.37196308, -0.69003946, 1.023733, -0.14932574, -1.0645758, -0.15011196, -0.6406505, -1.1950128, -0.29642114, -0.09031728, -0.62791187, -1.361348, -0.25302872, -0.265783, -0.346867, 0.23216325, 0.26728374, 0.3774966, 0.0024160193, -0.2360403, -0.012983962, 0.45893818, -0.28060755]"
88770,130604123158793878.WAV,231,1,410448,"[-515.92334, -25.073586, -4.4858546, 10.5226, 8.157015, -7.7732167, 9.6356, 8.590992, -1.9209642, 1.0523947, 6.179921, 1.9392018, -0.6441156, 0.10546597, 1.2103674, 1.8834879, 0.6665727, -0.56042236, 0.40563548, 1.5227559, 1.9615926, 3.2499652, 0.45125687, -2.2942352, -0.23543592, 3.2290125, 0.47703934, -0.76233757, -0.0062009045, -0.7797185, -0.20800453, 1.3202032, -0.02217656, -0.25309563, -0.22808552, -0.19995123, 0.41562167, -0.363147, -1.2298732, 0.71775615, 1.0566981, -0.27181226, -0.6645467, 0.7940437, -0.122502156, -0.9471212, -0.052072287, -0.70597076, -1.3658843, -0.38365656, -0.10379211, -0.7400485, -1.3936769, -0.24507128, -0.49273622, -0.4475259, 0.24107747, 0.29509673, 0.24949254, -0.06858969, -0.15535852, 0.06929858, 0.5886186, -0.08019184]"
88771,130604123232082554.WAV,-207,1,402256,"[-530.8584, -25.690632, -12.242523, 5.4538274, 7.885166, -1.3730701, 12.343181, 7.736572, -1.1813741, 0.92188686, 3.2651021, 0.3112987, 2.0135741, 2.5484478, 1.7671131, 1.1565613, 0.38027683, 1.3261682, 2.1886349, -0.006413933, -0.44672936, 2.5140805, 0.53104573, -1.1747446, 0.8064932, 0.995182, -1.0080634, 1.5742266, 2.690361, -0.4446332, -2.4486349, -0.9120203, -0.042536594, 0.4102919, 0.97056705, 0.8250147, -1.3030863, -1.3548714, -0.27902532, 1.0004284, 1.034206, 0.034673035, -0.5883263, -0.5930343, -0.38848728, 0.25658157, -0.4531821, -1.2616043, -0.4810159, 0.016504241, -1.2317804, -0.9602255, 0.3318715, -0.29783148, -1.014336, -0.21087934, 0.010859094, -0.2964611, 0.049789153, 0.69646466, 0.2782102, -0.17438899, 0.20032558, 0.25377408]"
88772,130604123325615555.WAV,207,1,328528,"[-535.3737, -25.633657, -8.675937, 5.0991244, 7.980387, -0.5275845, 12.076661, 7.3027973, -1.4260421, -0.0066448934, 2.842279, 1.4891464, 3.4308317, 2.7055519, 1.5438194, 2.106375, 0.9862099, 1.1946939, 2.5727425, 1.0968864, 0.08057087, 2.8114078, 0.916572, -1.7416612, 0.28742507, 1.0744678, -0.7828666, 1.8684177, 2.6095188, -0.8424346, -2.321649, -0.6506268, -0.12074905, 0.6208213, 1.0540187, 0.4188972, -1.5232339, -1.1537211, -0.111407794, 1.0111974, 0.6766848, -0.32788423, -0.58498406, -0.31641486, -0.33980837, -0.18710051, -0.59714425, -1.102331, -0.88958836, -0.28964216, -0.9451449, -0.9643764, -0.048282545, -0.19392556, -0.8652876, -0.22160782, 0.11614475, -0.21752022, 0.01978988, 0.5868073, 0.30316848, 0.002027556, 0.102899596, 0.12818693]"
88773,130604123405788556.WAV,221,1,320336,"[-544.16345, -25.086124, -2.929587, 2.8693488, 6.2017813, -1.985401, 10.993858, 6.534732, -3.1460202, -1.4150399, 2.7838068, 1.3459381, 1.755595, 1.3424653, 0.175342, 0.6092572, -0.2500304, 0.6179337, 2.1567218, -0.24898829, -1.1905371, 1.7558035, 0.2593009, -1.8897855, 0.4477033, 1.3161708, -1.0300677, 1.557323, 2.573388, -0.9668378, -2.2599971, -0.14626592, 0.021563593, -0.13959472, 0.6015837, 0.73761123, -0.9930566, -1.2252376, -0.2695182, 1.1049013, 1.0622785, 0.06493453, -0.4907946, -0.2727855, -0.19926487, 0.2699335, -0.21664184, -1.0513337, -0.6491258, 0.22798039, -0.68588704, -0.91451746, 0.17030925, -0.18993615, -0.78318995, -0.047912013, 0.11553848, -0.2918568, 0.109279536, 0.60717726, 0.30267087, -0.052159585, 0.14950064, 0.19972095]"
88774,130604123430901557.WAV,207,1,328528,"[-537.47253, -26.905922, -10.138128, 4.6833243, 7.509822, -3.7441843, 10.6954565, 7.1763077, -2.7200718, -1.3742275, 2.478426, 1.051646, 2.2377489, 1.6120251, 0.1249432, 0.81501603, -0.6257431, -0.8854437, 1.9461476, 0.9191554, -0.9643422, 1.4479194, 0.028647687, -1.919272, 0.38658127, 0.92221004, -1.3466283, 1.061156, 2.082489, -0.94169414, -2.3359406, -0.60979295, -0.30237886, 0.109605275, 1.159128, 1.0728024, -1.0756294, -0.99340165, -0.021367034, 0.85167086, 0.9144287, 0.15597175, -0.5594962, -0.34104842, -0.06806584, 0.18189387, -0.3844676, -0.88676673, -0.436617, 0.32640556, -0.69067, -0.83585525, 0.27233577, -0.1867904, -0.79580843, -0.16402382, -0.039804306, -0.07568958, 0.18358377, 0.69854224, 0.45809728, 0.12453695, 0.38144824, 0.14623089]"
88775,130604123435328884.WAV,231,1,336720,"[-523.4413, -24.570292, 2.4424307, 9.218435, 7.2657824, -6.7129855, 8.51226, 8.736944, -2.078584, 0.20793422, 6.249126, 1.4970717, -0.91036284, 0.21521442, 0.920683, 1.2628841, 0.009925517, -0.7069937, 0.50826234, 1.2795901, 1.8943387, 3.1656656, 0.5186048, -2.7309535, -0.28394938, 3.2791748, 0.37184945, -0.8035425, -0.024466831, -0.41475073, -0.11125443, 1.1193684, -0.4661143, -0.47804227, -0.32195187, -0.02792079, 0.5521446, -0.44407785, -1.5081557, 0.4827199, 1.1791673, -0.15886292, -0.6085804, 0.9372128, -0.22405255, -0.9913718, 0.06630767, -0.45649278, -1.2042419, -0.2887592, 0.054510806, -0.6626504, -1.231359, -0.15691838, -0.39021844, -0.3289775, 0.13765682, 0.25905886, 0.48832813, -0.03768231, -0.15492597, 0.042664044, 0.5197777, -0.17549743]"
88776,130604123437164885.WAV,231,1,328528,"[-522.8763, -24.165442, 0.84328187, 8.571858, 7.2378297, -8.137366, 8.497319, 8.869551, -2.322295, 0.14145677, 5.7994146, 1.9487879, -0.19555512, 0.25570288, 1.3028948, 2.0869784, 0.25331885, -0.65552413, 0.41001603, 1.6527135, 1.9326054, 2.9095485, 0.64205104, -2.1483686, -0.04135089, 3.1770134, 0.46102202, -0.8530976, 0.012257561, -0.4751895, 0.00040910547, 1.5835131, 0.034087494, -0.4963386, -0.47811237, -0.33418575, 0.38498974, -0.6227359, -1.252746, 1.0424799, 1.1178628, -0.4218882, -0.6836966, 0.8763768, -0.15066825, -0.91482514, -0.18706788, -0.7691708, -1.2466899, -0.29543468, -0.12002903, -0.8472373, -1.310469, -0.16605867, -0.3658359, -0.3963287, 0.10462612, 0.25450557, 0.3585546, -0.029290654, -0.18766432, -0.029168857, 0.4488499, -0.05656507]"
88777,130604123439947558.WAV,-207,1,328528,"[-540.78107, -22.912615, -3.1352403, 4.145689, 6.40749, -3.9735441, 9.985434, 5.9148974, -3.4718304, -1.7353039, 2.4842863, 1.701832, 1.9750503, 0.9571322, -0.33603403, 0.5177001, 0.027270617, 0.2763656, 1.4292021, -0.32822895, -0.6651312, 2.1542056, 0.49732637, -1.7758245, 0.2582928, 1.143995, -0.88847315, 1.0211358, 2.075949, -0.76874214, -2.1657953, -0.64595646, -0.11031786, 0.3095432, 0.76501817, 0.622053, -0.91281605, -0.8166808, 0.092709176, 1.3680767, 1.2595905, 0.13275543, -0.6104003, -0.3753054, -0.18137033, 0.3027659, -0.08577492, -0.71101, -0.4639847, 0.28365457, -0.50992507, -0.79840773, 0.25792563, -0.014029922, -0.6941786, -0.029526265, -0.008151414, -0.3152123, -0.031156177, 0.34289253, 0.067358926, -0.10083444, 0.1245238, 0.01582945]"
88778,130604123440970886.WAV,231,1,328528,"[-523.93115, -23.709324, 2.4476624, 9.217688, 7.753336, -7.8133397, 8.629509, 8.758436, -2.5177028, 0.69251794, 6.0710797, 0.9245572, -0.7064738, 0.48551708, 1.2614324, 1.6071842, 0.22121626, -0.551114, 0.43995777, 1.4172196, 1.6803347, 2.8907804, 0.58501035, -2.4361036, -0.37099096, 3.2165866, 0.81872946, -0.7643911, -0.16607398, -0.63594323, -0.015149371, 1.5601883, -0.29747605, -0.59953076, -0.36506253, -0.0065066256, 0.5718042, -0.52156246, -1.2673202, 0.69743496, 0.78063077, -0.41374448, -0.21092343, 1.2890806, -0.3034613, -1.239086, -0.11386264, -0.68922913, -1.2658253, -0.27126282, -0.04528535, -0.75165504, -1.298662, -0.31938818, -0.1937981, -0.18859267, 0.096481584, 0.074563496, 0.34770623, 0.17652777, -0.12768826, -0.040996138, 0.47782627, -0.16654329]"
88779,130604123442564887.WAV,231,1,328528,"[-525.46716, -23.370634, 3.857909, 7.8863006, 6.9822955, -6.622533, 8.879001, 8.713673, -2.3434014, 0.16464932, 6.0291777, 1.2312628, -1.1509783, 0.46281856, 1.1448581, 1.5703006, 0.28881025, -0.6786517, 0.30838877, 1.384063, 1.9077015, 2.8290668, 0.23087594, -2.4373455, 0.09370324, 3.2289727, 0.44660133, -0.8884844, -0.11900365, -0.36742795, 0.06822945, 1.2854074, -0.3152275, -0.45842502, -0.2509551, -0.0033058005, 0.70643675, -0.4102536, -1.2175249, 0.696712, 0.96289, -0.37028974, -0.66344386, 1.13247, -0.00012058484, -1.1575532, -0.17716545, -0.61885875, -1.2359815, -0.24014522, -0.05955679, -0.8474871, -1.4020073, -0.12372153, -0.19922793, -0.4106007, -0.018018598, 0.14838107, 0.32760438, 0.11627437, -0.019220885, 0.07242626, 0.53900254, -0.09643349]"
88780,130604123442804559.WAV,207,1,226496,"[-527.0733, -31.846281, -13.904705, 9.190758, 7.0699983, -2.0517704, 9.756032, 6.985777, -3.6565354, -1.7330245, 2.444585, 1.6959442, 2.1914234, 2.0702577, 0.68233186, 0.98212993, -0.41120374, -0.9079383, 0.9027871, -0.077222265, 0.7631832, 2.3301098, 0.66933966, -1.6338927, -0.69211626, 0.5968483, -1.0318685, 1.2932338, 2.1963267, -0.71508926, -3.085685, -0.9574581, -0.3824961, 0.59386075, 1.4853394, 0.6062975, -1.6446683, -0.9846937, 0.17644925, 1.2341642, 1.0255014, -0.41703096, -0.72198313, 0.19129182, 0.32052165, 0.006374118, -0.54149675, -1.0844629, 0.10568227, 0.111958966, -0.96888447, -0.530817, 0.31262648, 0.03153967, -0.71466213, -0.12331514, 0.011640053, 0.069358334, 0.19467117, 0.75245106, 0.37372276, 0.22874853, 0.20225944, 0.1372635]"
88781,130604123442804559.WAV,-207,226497,508752,"[-518.0976, -21.61314, -15.486882, 8.049706, 9.839746, -1.8590026, 9.05588, 6.0411844, -2.2014935, -1.0928257, -0.0489466, -2.6600232, 0.81522435, 1.669587, -0.115798004, 0.20605601, -0.19257668, -0.48687446, 0.7099233, -0.35156864, -0.31094024, 1.3055882, -0.30099002, -1.6413448, -0.67585856, 0.4936034, -0.31731528, 1.2426625, 1.3732058, -1.1439998, -1.9186101, 0.029950246, -0.19692194, -0.28758824, 0.46157727, 0.8897292, -0.50445735, -1.0556132, -0.07986734, 1.3516895, 0.83220685, -0.36909783, -0.20132867, 0.2869053, 0.03633411, 0.07599743, -0.19202857, -0.6822034, -0.33153352, 0.10809016, -0.60404956, -0.45627642, 0.19705023, -0.1799929, -0.56513476, -0.059853043, -0.07792607, -0.060930543, 0.2812275, 0.61083186, 0.33698213, 0.08486586, 0.20895064, 0.02791934]"
88782,130604123443939888.WAV,-231,1,484176,"[-496.18848, -29.31204, -20.159044, 15.20726, 8.811395, -7.0793414, 10.650265, 7.4355183, -1.8283226, -0.032762975, 4.59251, 2.002813, -0.17061217, 0.32657743, 1.610263, 1.8600831, 0.64413923, -1.0697784, -0.031371877, 1.2562065, 1.74636, 2.8884025, 0.74745655, -2.3063314, -0.78880984, 2.6298575, -0.06919019, -0.30726746, 0.4880475, -0.86041325, -0.49355465, 1.3393283, -0.049154907, -0.7368418, -0.25705507, 0.5065038, 0.82538617, -0.66734284, -1.7546982, 0.67959625, 1.3672628, -0.20403703, -0.8582669, 0.7833194, 0.14248095, -0.9275309, -0.1816144, -0.8253004, -0.9289682, -0.14800645, -0.2900704, -0.52466357, -1.1943786, -0.09183915, -0.37782705, -0.6271493, 0.15740655, 0.16094221, 0.34535652, 0.29569238, -0.23319347, -0.0712784, 0.39882457, -0.2006723]"
88783,130604123457975560.WAV,207,1,328528,"[-539.95526, -27.442629, -5.5855064, 4.4946456, 5.795017, -2.6929562, 10.215067, 7.530285, -2.868403, -1.9937938, 2.5505395, 1.3773609, 2.050236, 1.0374811, 0.14085355, 1.1694047, 0.080691636, 0.18460973, 1.674078, -0.090467125, -0.47513163, 1.8174502, 0.17424417, -1.9057285, 0.1994136, 0.97598684, -1.4188051, 1.1204988, 2.4192104, -0.71413445, -2.7348664, -0.65790015, -0.17117845, 0.1955244, 0.8108971, 0.8270863, -1.0262678, -1.2220888, -0.21555026, 1.3331796, 1.2216451, -0.006921168, -0.4590339, -0.23664297, -0.24673742, 0.2572637, -0.11228891, -0.85007083, -0.44867647, 0.17111003, -0.7871196, -0.85611445, 0.31116188, 0.18984672, -0.71281064, 0.04931072, 0.23034252, -0.19444609, -0.060422156, 0.5548724, 0.38235268, 0.041461, 0.22549115, 0.021156142]"
88784,130604123503428561.WAV,207,1,320336,"[-546.3212, -24.752785, -1.8408414, 2.2733407, 5.864705, -2.6730406, 11.892416, 7.980748, -2.5987084, -1.4807892, 2.1773312, 0.54547566, 1.2668258, 0.74014586, 0.22110257, 1.2803822, -0.29521176, -0.2782733, 1.6785327, 0.23728158, -0.7755015, 1.7679732, 0.36111256, -1.750879, 0.5011614, 1.0345266, -1.5026177, 1.2030008, 2.3951318, -0.8086432, -2.1098979, -0.30095962, 0.031629857, 0.27858862, 1.0701494, 0.8358986, -1.3034467, -1.2234949, -0.22191021, 1.0531281, 1.2506887, 0.22037545, -0.46361038, -0.30569276, -0.26817876, 0.15414043, -0.32918033, -0.9205176, -0.38899386, 0.18608405, -1.087079, -1.0400858, 0.14921956, -0.20551418, -0.85591274, 0.036795005, 0.23028554, -0.2295242, -0.054772258, 0.5877173, 0.4479961, -0.07159006, 0.18598981, 0.13419576]"
88785,130604123512959562.WAV,221,1,328528,"[-544.276, -25.240845, -3.1774106, 3.0887501, 6.165293, -2.345947, 11.415373, 7.3263955, -2.6036897, -1.7853873, 2.1129296, 1.036944, 1.7032098, 1.0811116, -0.22224031, 0.21746378, -0.8961345, -0.106677376, 1.989081, 0.17325129, -0.581805, 2.1449544, 0.3074392, -1.9876108, 0.18413463, 0.9833093, -1.1555737, 1.2716525, 2.3291082, -0.69845015, -2.38928, -0.8379314, -0.44055247, 0.030730003, 0.88362604, 0.7738658, -1.0446624, -0.9661472, -0.20001635, 1.0810336, 1.1996428, 0.36687863, -0.34868875, -0.20625904, -0.13269491, 0.32425416, -0.36950535, -0.8720414, -0.37930602, 0.09066457, -0.9373724, -1.0098196, 0.25643933, -0.089186765, -0.69814247, 0.07228758, 0.26022425, -0.19325905, 0.1460254, 0.7905639, 0.48566034, 0.032269344, 0.2396196, 0.21950728]"
88786,130604123522267563.WAV,-221,1,320336,"[-542.6295, -24.814526, -4.182966, 3.5465307, 7.5731688, -2.40116, 11.272759, 8.387811, -1.4576268, -1.5047808, 2.011548, 1.189628, 2.3166897, 1.6599634, 0.7713398, 1.4301853, -0.38535964, 0.011918394, 2.2031581, 0.4968227, -0.110991545, 2.711897, 0.7366492, -1.7227017, 0.4642568, 1.3349355, -1.0139139, 1.3379096, 2.5928626, -0.74005204, -2.3109307, -0.6330422, -0.11262108, 0.33333486, 1.058596, 0.7644525, -1.4067107, -1.443228, -0.058228306, 1.4582489, 0.93321455, -0.20976199, -0.51315445, -0.26562598, -0.35876954, 0.13539182, -0.33019704, -1.0393723, -0.46434054, 0.048011363, -0.9950175, -1.138163, -0.037150685, -0.218555, -0.7849117, -0.13025318, 0.086980924, -0.23756842, 0.09099715, 0.6633479, 0.44963327, 0.18412262, 0.23875979, 0.15909494]"
88787,130604123524859564.WAV,-221,1,459600,"[-531.55096, -27.958302, -12.86438, 6.6396327, 8.281586, -3.4487615, 9.638185, 7.340468, -1.7748663, -1.0076644, 2.0011342, 0.80843556, 2.2185194, 2.0299022, 0.56868047, 0.7772131, -0.25949863, -0.3089762, 1.7278194, 0.5611533, -0.057012852, 1.927754, -0.117671885, -2.0151243, -0.17485957, 1.026734, -0.50594956, 1.2787218, 1.8081183, -0.9855703, -2.3404734, -0.55825496, -0.41225946, 0.26367262, 1.0391821, 0.98261136, -0.9475504, -0.9492246, -0.09759326, 1.1108794, 1.1099463, -0.06243002, -0.30831409, -0.07498116, -0.28067037, -0.12231101, -0.3702671, -0.66679406, -0.26808545, -0.029747231, -1.0120573, -0.794214, 0.34573144, -0.10197376, -0.7522144, 0.030955516, 0.080204256, -0.37845415, -0.013680284, 0.759603, 0.27184916, -0.15412536, 0.22262387, 0.18753618]"
88788,130604123528370565.WAV,-221,1,361296,"[-531.53906, -27.862484, -14.591137, 7.7845984, 9.969454, -2.9210618, 10.944409, 5.3332224, -3.2263014, -0.16275595, 2.3936887, 0.3110293, 2.1044686, 2.1492789, 0.8018545, 1.3399456, 0.6263353, 0.27694824, 1.2002591, -0.024622181, 0.28768364, 2.601284, -0.11217183, -2.307436, -0.12927017, 0.841593, -0.8565973, 1.4805715, 1.9610664, -1.011586, -1.808512, -0.21018708, -0.45282838, -0.032355767, 0.8901448, 1.1798865, -0.6742453, -1.2697667, -0.5616233, 1.1102746, 1.0521176, -0.1165425, -0.3924695, -0.122815855, -0.35474002, -0.2753442, -0.41423255, -0.5235344, -0.38338915, -0.26101035, -0.92012817, -0.6057451, 0.38207507, -0.13055475, -0.74066466, 0.01933253, 0.15086992, -0.26310572, 0.04096684, 0.5658502, 0.39144436, 0.046779066, 0.03394242, 0.14314792]"
88789,130604123648788566.WAV,207,1,320336,"[-544.6944, -24.91583, -1.8690225, 3.8635707, 5.850182, -3.0396392, 11.894544, 8.121201, -2.129289, -1.4724488, 2.1292849, 1.2773054, 1.8993533, 1.0142387, 0.2751138, 1.4195303, 0.4503453, 0.50506175, 2.1251812, 0.18549155, -0.23392981, 2.3955343, 0.22104387, -1.9577103, 0.52130747, 1.0518999, -1.1525989, 1.4349344, 2.4501927, -0.54724425, -2.494994, -0.6544016, -0.015095403, 0.44512403, 0.91219306, 0.62757623, -0.9971424, -1.4179246, -0.42214167, 1.148805, 1.1369929, 0.19540186, -0.3512229, -0.3715633, -0.5137472, 0.12867717, -0.23323232, -0.96454674, -0.5055455, 0.0015541235, -1.120809, -1.0535038, 0.21040176, -0.10826987, -0.876646, 0.0729545, 0.31944448, -0.4123737, -0.00047843374, 0.70139927, 0.39966762, 0.06205026, 0.18581174, 0.14677356]"
88790,130604123705726567.WAV,207,1,328528,"[-545.793, -24.336596, -2.3201034, 2.4449224, 6.7287073, -3.3252568, 10.793414, 7.218424, -3.0733886, -1.8830409, 2.0750835, 0.9975715, 1.7325683, 1.1293002, 0.23347054, 0.7022149, -0.8110433, -0.11612894, 2.1592705, 0.32318738, -0.6518651, 2.2017424, -0.021609368, -2.4102225, 0.23476267, 1.2529534, -1.0972828, 1.2152209, 2.3617218, -1.2821068, -2.8351877, -0.29377776, -0.01973359, 0.15471372, 1.1330593, 0.7754619, -1.1592691, -1.286454, -0.2332458, 1.3599067, 1.3887336, 0.24923891, -0.72219807, -0.48041922, -0.22437878, 0.3060173, -0.22059017, -0.87978035, -0.27448222, 0.104326084, -0.857306, -0.64193594, 0.20304894, -0.10703285, -0.6970836, -0.016878068, 0.19849242, -0.29657787, 0.112919435, 0.74913245, 0.37004834, 0.009566001, 0.26311707, 0.21744178]"
88791,130604123801945568.WAV,-221,1,336720,"[-536.543, -28.53489, -8.3074465, 6.5743747, 6.3402042, -3.234359, 9.695866, 7.003617, -2.3905852, -1.8848699, 1.8782889, 0.87121564, 1.467108, 0.8245746, -0.15254223, 0.820027, 0.48179284, -0.06414103, 0.8963441, 0.12281639, -0.31614798, 1.4873455, -0.002086767, -2.3216405, 0.21091083, 1.4131608, -1.5524142, 1.6272854, 2.3393977, -1.0536209, -1.9574772, -1.1373031, -0.26477522, 0.73568326, 0.508031, 1.1941593, -1.0582194, -1.5553755, 0.044145063, 1.3110952, 1.3964047, 0.1742337, -0.44077566, -0.2986289, -0.18610707, 0.3131193, -0.29333088, -0.670856, -0.717072, 0.23325895, -0.71487594, -0.9284046, 0.7039424, -0.105428144, -0.7545512, 0.067727715, 0.092828445, -0.111434475, -0.14224532, 0.45105132, 0.35067055, -0.07685983, 0.15193649, 0.028985837]"
88792,130604123803128569.WAV,-221,1,353104,"[-520.9776, -33.073345, -20.548325, 12.602436, 8.131714, -3.5486965, 9.433716, 6.8338895, -1.8719893, -0.92677957, 2.4231682, 0.07397443, 0.77028984, 1.2316039, 1.0558798, 1.1098089, 0.7040328, -0.42667565, 0.81466454, 0.7466443, -0.0951841, 2.076253, 0.5075033, -1.9989598, -0.53985757, 1.3505944, -0.51389223, 1.3175002, 1.4104975, -1.2290891, -1.437357, -0.57865614, -0.4729234, -0.092988774, 0.31090018, 1.4407532, -0.58801323, -1.3026968, -0.46330693, 1.2135118, 1.4603952, -0.10005939, -0.35114318, -0.109985925, -0.23996697, -0.007130808, -0.3474071, -0.47951823, -0.35659382, -0.013360861, -1.0607804, -0.9184626, 0.7268008, -0.0039921193, -0.61032015, -0.13499428, -0.16917767, 0.32815412, 0.23257641, 0.32715234, 0.2662793, 0.1545399, 0.23853019, 0.036845256]"
88793,130604123852166570.WAV,-221,1,361296,"[-520.6199, -30.184351, -21.360283, 11.116303, 8.453997, -4.4658847, 11.28744, 8.271626, -1.4120786, -2.5701845, 1.1542087, 1.0257142, 2.4031057, 1.4764632, -0.022510733, 1.5769185, 1.0286025, -0.82399803, 0.20228429, 0.15281542, 0.5777635, 2.137527, -0.10567924, -1.3533368, -0.13948238, 0.17364472, -0.9430478, 1.1987958, 1.7692281, -0.6158035, -2.2162848, -0.40410832, -0.14137326, -0.38717622, 0.61782473, 1.3201689, -0.83432347, -1.4313265, -0.30133787, 1.359043, 1.1663744, -0.2556955, -0.50685364, 0.29189673, -0.0847948, -0.19863608, -0.335321, -0.757019, -0.20523475, -0.025695175, -0.7868604, -0.19894764, 0.30562106, -0.49358097, -0.48378962, 0.25439805, -0.08372532, 0.013628735, 0.18829413, 0.31540185, 0.41595316, 0.17200428, 0.019660199, -0.031199837]"
88794,130604123903365571.WAV,207,1,328528,"[-545.19165, -24.260736, -1.3209354, 3.450426, 5.84521, -3.7103221, 10.458217, 7.2778745, -2.9910216, -2.2251704, 1.5741165, 0.05793358, 1.7417251, 1.6185613, -0.30719656, 0.019057205, -0.41979352, 0.4246846, 1.5565889, -0.53057826, -0.29960886, 2.4760587, -0.25755805, -2.552723, 0.049937095, 0.9312701, -1.2284863, 1.5029287, 2.217705, -0.91328263, -2.2826285, -0.96849376, -0.35820764, 0.8369749, 1.074545, 0.41083315, -0.9683294, -0.89314455, 0.07870645, 1.4559779, 1.148088, 0.15925924, -0.38526124, -0.41163555, -0.18214677, 0.31925172, -0.22344674, -0.6649927, -0.37338066, 0.19747236, -0.6566875, -0.83416504, 0.48468, 0.17766888, -0.98283136, 0.038447738, 0.22374554, -0.33209285, 0.03513651, 0.61110675, 0.37093487, -0.12352018, 0.09960367, 0.15180638]"
